,distance,cab_type,time_stamp,destination,source,price,surge_multiplier,id,product_id,name,date,location,temp,clouds,pressure,rain,humidity,wind
4284,4.72,Uber,1543340002472,Financial District,Boston University,32.5,1.0,a8ac760b-699c-4950-8726-5feb286845ad,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 03 2018,Boston University,45.05,0.25,1003.18,,0.62,8.79
4285,4.72,Uber,1543254969650,Financial District,Boston University,14.0,1.0,d0f596b5-402e-40fa-94dd-994ce90ac9bc,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 03 2018,Boston University,44.95,0.25,1003.17,,0.63,8.65
4286,4.72,Uber,1543549381764,Financial District,Boston University,22.0,1.0,edda1904-d9a0-487b-a6c2-a186262fd2b0,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 03 2018,Boston University,45.01,0.24,1003.18,,0.62,9.06
4287,2.82,Lyft,1544671512945,West End,Fenway,22.5,1.0,2a3f23a0-6532-4eb8-b3f8-921c2595a425,lyft_lux,Lux Black,December 03 2018,Fenway,45.07,0.25,1003.17,,0.62,8.44
4288,2.82,Lyft,1544749813841,West End,Fenway,10.5,1.0,45a66d43-5013-4f26-a5ab-4374282fd500,lyft,Lyft,December 03 2018,Fenway,44.94,0.25,1003.16,,0.63,8.48
4289,2.82,Lyft,1543293022150,West End,Fenway,19.5,1.0,512cb536-e53d-40bd-8c71-c0a158603852,lyft_premier,Lux,December 03 2018,Fenway,44.96,0.25,1003.16,,0.63,8.43
4290,2.82,Lyft,1543508576071,West End,Fenway,5.0,1.0,7ce697f2-9310-40fb-b3f4-79207352b7a3,lyft_line,Shared,December 03 2018,Fenway,44.93,0.25,1003.16,,0.63,8.54
4291,2.82,Lyft,1545078610797,West End,Fenway,32.5,1.0,f8fd7e99-988d-4604-91d5-7208972905d1,lyft_luxsuv,Lux Black XL,December 03 2018,Fenway,45.0,0.24,1003.18,,0.62,8.91
4292,2.82,Lyft,1545093005823,West End,Fenway,16.5,1.0,fd39d3fd-1f49-485f-89dd-8101fc6a2052,lyft_plus,Lyft XL,December 03 2018,Fenway,45.07,0.25,1003.17,,0.62,8.44
4293,1.08,Uber,1545032110416,North End,North Station,27.5,1.0,317dc449-66d6-4506-9e33-01af3195797b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 03 2018,North Station,44.93,0.25,1003.17,,0.63,8.56
4294,1.08,Uber,1543652878796,North End,North Station,7.0,1.0,5dbf3352-183f-4915-ac9b-1fcd1ae460ea,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 03 2018,North Station,44.9,0.25,1003.17,,0.63,8.59
4295,1.08,Uber,1544995210412,North End,North Station,15.0,1.0,6660c627-ca6d-4bd0-91c5-2bb332204d10,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 29 2018,North Station,40.73,0.38,1009.46,,0.59,10.04
4296,1.08,Uber,1543400486560,North End,North Station,5.5,1.0,6d321799-fa64-4ccc-8f00-f54c6bff04dd,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 29 2018,North Station,41.37,0.37,1009.46,,0.58,10.1
4297,1.08,Uber,1544800806978,North End,North Station,10.5,1.0,84f81e3f-90ec-4887-a734-5fe736ab6fd3,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 26 2018,North Station,44.55,0.97,1008.09,0.0395,0.88,9.04
4298,1.08,Uber,1543324163790,North End,North Station,7.0,1.0,af242f7b-4e19-4ade-8e42-6aceaf0d9b61,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 26 2018,North Station,44.72,0.97,1008.15,0.0938,0.87,9.28
4299,1.08,Uber,1543281515348,North End,North Station,,1.0,f64370cd-649f-4dcf-bd6c-2a7debcbd9ce,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 16 2018,North Station,38.53,0.27,1022.36,,0.76,7.8
4300,1.23,Uber,1543326323860,North End,Financial District,,1.0,1cb8f47e-3662-405d-8d82-53613ef2065b,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 16 2018,Financial District,38.52,0.39,1022.53,,0.76,7.83
4301,1.23,Uber,1544927109603,North End,Financial District,16.0,1.0,4b0643ad-6877-4f24-94c5-1f1beaf906c8,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 16 2018,Financial District,38.36,0.28,1022.37,,0.76,7.57
4302,1.23,Uber,1543541883166,North End,Financial District,7.0,1.0,7c2fef9d-88f9-4c68-8d63-8a37fea7b451,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 16 2018,Financial District,39.54,0.22,1022.4,,0.73,8.01
4303,1.23,Uber,1543335862430,North End,Financial District,11.0,1.0,9ac13406-5f27-42e2-9f90-fa71cda51b19,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 16 2018,Financial District,38.46,0.29,1022.25,,0.76,7.68
4304,1.23,Uber,1543307243651,North End,Financial District,7.0,1.0,9bcd9f18-4609-411f-95fe-4b4f93e41f72,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 16 2018,Financial District,38.61,0.26,1022.37,,0.76,7.9
4305,1.23,Uber,1543437487867,North End,Financial District,6.5,1.0,c36c77f6-7de4-4761-b5b9-c0679622c8e6,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 16 2018,Financial District,38.43,0.22,1022.42,,0.76,7.84
4306,1.23,Uber,1543572183984,North End,Financial District,26.0,1.0,c76a2a14-e176-4c0c-8347-ef67cdcd7859,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 16 2018,Financial District,38.36,0.28,1022.35,,0.76,7.81
4307,1.17,Uber,1543487577348,Financial District,Boston University,,1.0,17dea74e-860d-4d0b-822a-dc0fb154af95,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 16 2018,Boston University,39.54,0.27,1022.35,,0.73,8.02
4308,1.17,Uber,1544855710821,Financial District,Boston University,16.0,1.0,47ee16d1-fc67-4f06-9e26-49ec0a6cfbce,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 16 2018,Boston University,38.38,0.3,1022.24,,0.76,7.74
4309,1.17,Uber,1543333703022,Financial District,Boston University,10.5,1.0,56cb34c2-c5cd-4b18-bfb7-78e7df218501,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 15 2018,Boston University,39.68,0.45,1023.95,,0.71,7.2
4310,1.17,Uber,1543241110857,Financial District,Boston University,4.5,1.0,6cce9734-7a79-4634-ad56-cc543553a174,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 15 2018,Boston University,39.57,0.44,1023.97,,0.71,7.27
4311,1.17,Uber,1543706277498,Financial District,Boston University,27.0,1.0,d0029aa8-635b-4fd7-b83b-8589632beca5,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 15 2018,Boston University,39.64,0.44,1023.97,,0.71,7.3
4312,3.05,Uber,1543407982967,West End,Boston University,35.0,1.0,13716cc7-7b82-4284-9e84-4f41d3fc217d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 29 2018,Boston University,40.91,0.38,1009.48,,0.59,10.0
4313,3.05,Uber,1543432448311,West End,Boston University,11.0,1.0,1cd70993-f984-4957-9845-6f7bbbea017e,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 29 2018,Boston University,40.87,0.38,1009.47,,0.59,10.03
4314,3.05,Uber,1544832010914,West End,Boston University,,1.0,2f26f8ee-302e-4dbd-a9fd-150bce7b7c7f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 29 2018,Boston University,40.8,0.38,1009.49,,0.59,9.9
4315,3.05,Uber,1545064215945,West End,Boston University,9.5,1.0,35c5c33b-7390-4ab5-a0d8-e3a7605c58a3,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 29 2018,Boston University,40.74,0.38,1009.49,,0.59,9.94
4316,3.05,Uber,1543443967997,West End,Boston University,25.0,1.0,86f97508-a211-4680-b0de-429e44cda8df,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 29 2018,Boston University,41.41,0.38,1009.46,,0.58,10.1
4317,3.05,Uber,1544753409785,West End,Boston University,11.0,1.0,b84ce79a-e748-4f26-884f-7af122c4962f,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 29 2018,Boston University,40.8,0.38,1009.46,,0.59,10.06
4318,3.05,Uber,1543813083022,West End,Boston University,19.5,1.0,cc7d4784-1715-4a78-a41a-63cf61e436f0,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 29 2018,Boston University,40.83,0.38,1009.45,,0.59,10.08
4319,1.08,Lyft,1545054012540,North End,North Station,13.5,1.0,0ebc0e10-d327-4fc4-90c1-9c2bd38737bc,lyft_premier,Lux,November 29 2018,North Station,40.65,0.38,1009.49,,0.59,9.99
4320,1.08,Lyft,1543670879557,North End,North Station,16.5,1.0,1c39bd0b-fed2-4c21-ac1a-d3bb945606b0,lyft_lux,Lux Black,November 29 2018,North Station,40.62,0.38,1009.47,,0.59,10.07
4321,1.08,Lyft,1543627979276,North End,North Station,26.0,1.0,28afedf7-7a26-4376-94f6-29abba7c5952,lyft_luxsuv,Lux Black XL,November 29 2018,North Station,40.68,0.38,1009.46,,0.59,10.03
4322,1.08,Lyft,1543549080779,North End,North Station,5.0,1.0,80b68b2e-4f1f-4d48-8f4c-b4ff2a443d81,lyft_line,Shared,December 14 2018,North Station,28.47,0.14,1033.99,,0.8,2.29
4323,1.08,Lyft,1543472581735,North End,North Station,7.0,1.0,9fdaf9fd-de27-43e3-92b8-7fe3c3899040,lyft,Lyft,December 14 2018,North Station,28.48,0.13,1033.99,,0.81,2.32
4324,1.08,Lyft,1543451321945,North End,North Station,11.0,1.0,d7d43639-9fed-4b3f-9a84-dbde59e4b6fe,lyft_plus,Lyft XL,December 14 2018,North Station,28.69,0.13,1034.07,,0.8,2.44
4325,2.58,Uber,1543558980349,Beacon Hill,South Station,9.0,1.0,06e28c09-c104-4b0b-be3d-60749cb9717c,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 14 2018,South Station,30.46,0.14,1033.99,,0.74,2.39
4326,2.58,Uber,1543298423426,Beacon Hill,South Station,14.0,1.0,0ddf4503-0a46-401b-91a6-57f458cb26a2,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 14 2018,South Station,28.2,0.14,1033.99,,0.81,2.35
4327,2.58,Uber,1543560180567,Beacon Hill,South Station,9.5,1.0,3fcde884-5b4b-457c-8cdb-e296ca7a9d3e,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 26 2018,South Station,44.28,0.89,1014.2,,0.89,4.9
4328,2.58,Uber,1543456928230,Beacon Hill,South Station,30.5,1.0,870cfd15-33cf-4ac3-ad86-a4a0dc19fd8b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 26 2018,South Station,44.01,0.88,1014.19,,0.9,4.8
4329,2.58,Uber,1543633986865,Beacon Hill,South Station,,1.0,9d08a053-1293-4ce2-92d9-35b4e18aab58,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 26 2018,South Station,44.27,0.88,1014.19,,0.89,4.82
4330,2.58,Uber,1543294823472,Beacon Hill,South Station,9.5,1.0,c069b4c0-cd1c-4502-873f-4840773e6d46,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 26 2018,South Station,44.55,0.89,1014.21,,0.88,5.02
4331,2.58,Uber,1543256769999,Beacon Hill,South Station,19.5,1.0,d831c834-1b67-4556-86b2-8be04748e92c,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 26 2018,South Station,44.41,0.89,1014.21,,0.89,5.03
4332,2.91,Lyft,1543534675925,Back Bay,North End,19.5,1.0,2d145668-3f97-41fb-b00c-a83c977b8bd9,lyft_premier,Lux,November 26 2018,North End,44.58,0.89,1014.21,,0.88,5.01
4333,2.91,Lyft,1544821511647,Back Bay,North End,27.5,1.0,58c050d7-7f92-4f6d-9788-e16407321153,lyft_lux,Lux Black,December 01 2018,North End,35.79,0.19,1023.76,,0.81,1.36
4334,2.91,Lyft,1543332082497,Back Bay,North End,7.0,1.0,61f128c8-e6ff-49da-8916-307bfb38a583,lyft_line,Shared,December 01 2018,North End,35.75,0.19,1023.75,,0.81,1.35
4335,2.91,Lyft,1544993112286,Back Bay,North End,16.5,1.0,65caad60-7b3e-486e-8c7b-9d333c1535a0,lyft_plus,Lyft XL,December 01 2018,North End,35.67,0.19,1023.76,,0.81,1.33
4336,2.91,Lyft,1543754282115,Back Bay,North End,10.5,1.0,6bba2fa6-e1be-4e5f-b38a-f0e1defdfd0a,lyft,Lyft,December 01 2018,North End,35.66,0.19,1023.76,,0.81,1.36
4337,2.91,Lyft,1543602783244,Back Bay,North End,32.5,1.0,d9d4ee6c-af6a-446d-8969-97c012190b34,lyft_luxsuv,Lux Black XL,December 01 2018,North End,35.83,0.2,1023.75,,0.81,1.38
4338,2.19,Uber,1543452247954,North End,Beacon Hill,9.0,1.0,128965ba-ec7d-454c-9301-a636071102da,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 01 2018,Beacon Hill,35.8,0.19,1023.75,,0.81,1.36
4339,2.19,Uber,1543874879475,North End,Beacon Hill,29.5,1.0,449e1861-c964-40da-a372-a86e5ed91675,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 01 2018,Beacon Hill,35.83,0.19,1023.75,,0.81,1.36
4340,2.19,Uber,1544821507765,North End,Beacon Hill,,1.0,58092626-2b1e-4dbb-b57a-88607293dcd8,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 01 2018,Beacon Hill,35.76,0.19,1023.76,,0.81,1.35
4341,2.19,Uber,1543419847846,North End,Beacon Hill,9.0,1.0,6f048475-ed1d-4e49-86fe-28e51919a90e,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 01 2018,Beacon Hill,35.73,0.2,1023.76,,0.81,1.38
4342,2.19,Uber,1543576676106,North End,Beacon Hill,14.0,1.0,7d820e5f-ad54-485b-8aad-b2e4d1f9c1bb,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 01 2018,Beacon Hill,35.84,0.2,1023.75,,0.81,1.39
4343,2.19,Uber,1543818781079,North End,Beacon Hill,9.0,1.0,97b4acc9-47d6-46b4-9bd7-aefbedaa6409,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 01 2018,Beacon Hill,35.76,0.2,1023.75,,0.81,1.38
4344,2.19,Uber,1545032406232,North End,Beacon Hill,19.5,1.0,c6394c8e-c894-48b0-9b15-6b4a550e52b3,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 01 2018,Beacon Hill,35.71,0.19,1023.76,,0.81,1.35
4345,1.56,Uber,1543429387842,Back Bay,Boston University,12.5,1.0,0f7d9780-75bf-4ddc-900e-2f4c0b151f80,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 29 2018,Boston University,37.9,0.99,1000.17,,0.69,10.01
4346,1.56,Uber,1544913910619,Back Bay,Boston University,18.0,1.0,6bf2b028-cd87-4168-a6af-41c38d6f9cc9,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 29 2018,Boston University,38.11,0.98,1000.16,,0.69,10.04
4347,1.56,Uber,1545107105374,Back Bay,Boston University,26.5,1.0,9b01193d-b310-4f0c-ab92-7ba9e86c10fb,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 29 2018,Boston University,37.89,0.98,1000.15,,0.69,10.0
4348,1.56,Uber,1544792410955,Back Bay,Boston University,8.0,1.0,b9e80948-f948-41e0-9a14-414045adb8d3,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 29 2018,Boston University,37.89,0.98,1000.16,,0.69,9.99
4349,1.56,Uber,1543763581681,Back Bay,Boston University,6.5,1.0,bc32209f-a0bc-478c-b174-63b49d2d0ef1,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 29 2018,Boston University,38.11,0.98,1000.16,,0.69,10.06
4350,1.56,Uber,1543280602024,Back Bay,Boston University,,1.0,c3f0d756-0f40-4df2-8afb-6fb059ab6ec4,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 29 2018,Boston University,37.85,0.98,1000.16,,0.69,9.99
4351,1.56,Uber,1543285642180,Back Bay,Boston University,8.0,1.0,d5ed6747-7dfa-48f9-806c-99b5687809f1,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 29 2018,Boston University,38.07,0.8,1000.94,,0.69,9.86
4352,3.32,Lyft,1543891979127,Northeastern University,North Station,7.0,1.0,190511be-f61e-4b32-a8ce-3554e9c76302,lyft_line,Shared,November 29 2018,North Station,38.03,0.79,1000.93,,0.69,9.88
4353,3.32,Lyft,1544976303989,Northeastern University,North Station,22.5,1.0,26e629bd-7903-4f8b-a4ad-0828e5a4fe81,lyft_premier,Lux,November 29 2018,North Station,38.03,0.81,1000.95,,0.69,9.77
4354,3.32,Lyft,1543405808106,Northeastern University,North Station,38.0,1.0,448cb96e-d439-4344-af68-6bfccdf53a62,lyft_luxsuv,Lux Black XL,November 29 2018,North Station,38.04,0.8,1000.95,,0.69,9.8
4355,3.32,Lyft,1543288343331,Northeastern University,North Station,11.0,1.0,5a4acdd4-e14d-45d8-94c8-803f45f3bffb,lyft,Lyft,November 29 2018,North Station,38.31,0.79,1000.92,,0.68,9.94
4356,3.32,Lyft,1544988615095,Northeastern University,North Station,19.5,1.0,d991bedd-2bec-4e86-acaa-b08188a16ff9,lyft_plus,Lyft XL,November 29 2018,North Station,38.08,0.79,1000.92,,0.69,9.92
4357,3.32,Lyft,1543671481892,Northeastern University,North Station,26.0,1.0,fcbb401c-7401-4d93-97a9-9a2b86dee06f,lyft_lux,Lux Black,November 29 2018,North Station,38.1,0.78,1000.92,,0.69,9.93
4358,3.05,Uber,1543455488336,Fenway,North Station,10.5,1.0,1d0752d0-3fd6-408c-9546-9f50459209ba,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 29 2018,North Station,38.08,0.79,1000.93,,0.69,9.89
4359,3.05,Uber,1543809779461,Fenway,North Station,9.0,1.0,50d9be93-129a-4feb-8fde-e1a42d0121a7,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 29 2018,North Station,38.04,0.8,1000.94,,0.69,9.84
4360,3.05,Uber,1543499581371,Fenway,North Station,,1.0,8462e76d-6f89-4cbf-9ff3-0a42a3d6256c,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 29 2018,North Station,38.3,0.79,1000.93,,0.68,9.95
4361,3.05,Uber,1543215031822,Fenway,North Station,25.0,1.0,abddcbb7-2c67-4516-b6b1-3107c53d7f86,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 29 2018,North Station,38.05,0.79,1000.93,,0.69,9.92
4362,3.05,Uber,1543448320022,Fenway,North Station,10.5,1.0,b61e2012-83c6-4a87-ad11-1a968b1365b2,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 29 2018,North Station,38.05,0.79,1000.93,,0.69,9.89
4363,3.05,Uber,1543300943459,Fenway,North Station,35.0,1.0,bb24bed4-9e32-4dda-a7ab-5f2c9afb9bc8,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 29 2018,North Station,44.16,0.73,1006.8,,0.52,11.12
4364,3.05,Uber,1543902181189,Fenway,North Station,18.5,1.0,c72eaf14-f42a-4357-95d3-a9a0fcd51ed3,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 29 2018,North Station,44.08,0.72,1006.8,,0.52,11.21
4365,1.34,Uber,1544693110434,Fenway,Back Bay,8.5,1.0,1b43e18a-f294-4fd7-bb00-12fdf1dcb992,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 29 2018,Back Bay,44.1,0.73,1006.81,,0.52,11.04
4366,1.34,Uber,1543729382749,Fenway,Back Bay,,1.0,25a9f49d-bed0-4f7b-baa4-16fa27a0d9d1,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 29 2018,Back Bay,44.21,0.74,1006.81,,0.52,11.01
4367,1.34,Uber,1543899179482,Fenway,Back Bay,8.5,1.0,429cc5b5-a716-4e10-89a2-9de2fabced3d,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 29 2018,Back Bay,44.24,0.71,1006.79,,0.52,11.24
4368,1.34,Uber,1545000311665,Fenway,Back Bay,8.5,1.0,6603e87a-bea5-4ea8-9343-0231a94499be,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 29 2018,Back Bay,44.15,0.71,1006.79,,0.52,11.28
4369,1.34,Uber,1544817912027,Fenway,Back Bay,14.5,1.0,9c74a9a0-a2f0-43f5-b204-9c65741c480b,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 29 2018,Back Bay,44.17,0.71,1006.79,,0.52,11.3
4370,1.34,Uber,1544885115494,Fenway,Back Bay,23.0,1.0,cb163cdf-e6db-4e2c-90a4-90668c05b950,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 29 2018,Back Bay,44.17,0.71,1006.79,,0.52,11.28
4371,1.34,Uber,1543843079302,Fenway,Back Bay,13.0,1.0,eee9935c-e313-4206-b5c9-fb2685f65d8b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 29 2018,Back Bay,44.25,0.74,1006.8,,0.52,11.03
4372,1.19,Lyft,1543459088025,West End,North End,7.0,1.0,080a7407-f4ec-4c01-8b0c-c50a90519784,lyft_line,Shared,November 29 2018,North End,44.27,0.72,1006.79,,0.52,11.21
4373,1.19,Lyft,1544763606941,West End,North End,10.5,1.0,15a9d060-eeb3-4a57-a54e-025a2ecc61bb,lyft,Lyft,November 29 2018,North End,44.2,0.72,1006.79,,0.52,11.18
4374,1.19,Lyft,1543650784041,West End,North End,13.5,1.0,25c6a15a-e840-4b6c-82a8-1205b9c2eef1,lyft_premier,Lux,November 29 2018,North End,44.14,0.71,1006.79,,0.52,11.25
4375,1.19,Lyft,1543865884465,West End,North End,13.5,1.0,a0c744c6-22f8-4707-8823-d3367800ec6e,lyft_plus,Lyft XL,November 28 2018,North End,41.22,0.98,991.72,,0.64,10.24
4376,1.19,Lyft,1543450808106,West End,North End,27.5,1.0,dfeb587f-8a0f-4113-942f-0f1269e47131,lyft_luxsuv,Lux Black XL,November 28 2018,North End,41.19,0.99,991.71,,0.64,10.25
4377,1.19,Lyft,1543453508063,West End,North End,19.5,1.0,f803b43b-bd27-44ff-a7a7-d1cfa3b26821,lyft_lux,Lux Black,November 28 2018,North End,41.54,0.98,991.7,,0.63,10.29
4378,5.56,Uber,1543618686569,Boston University,Financial District,,1.0,0fa28712-c9a1-4d4c-bb5e-ddf9b9e3bd72,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 28 2018,Financial District,41.23,0.99,991.7,,0.64,10.26
4379,5.56,Uber,1544785203912,Boston University,Financial District,25.0,1.0,569658ae-6a4d-4f04-a97d-0a668ef0d304,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 28 2018,Financial District,41.53,0.98,991.7,,0.63,10.29
4380,5.56,Uber,1544934603711,Boston University,Financial District,16.0,1.0,6a50a845-01ee-4f53-9408-9c68d8351109,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 28 2018,Financial District,41.17,0.98,991.71,,0.64,10.27
4381,5.56,Uber,1544790307528,Boston University,Financial District,48.5,1.0,75c47080-9e9e-41f5-bd2c-6d7f8074b935,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 28 2018,Financial District,41.18,0.99,991.7,,0.64,10.26
4382,5.56,Uber,1543522381764,Boston University,Financial District,14.0,1.0,a4c3e64d-b1c8-4a02-9e17-e371ddeca422,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 17 2018,Financial District,36.91,0.54,1001.6,,0.7,8.82
4383,5.56,Uber,1543576077610,Boston University,Financial District,16.0,1.0,b07dca65-cc09-4341-95f6-0ca7624426a6,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 17 2018,Financial District,36.89,0.55,1001.58,,0.7,8.87
4384,5.56,Uber,1544748913316,Boston University,Financial District,39.0,1.0,b0e35c99-02fd-4aa0-8757-15b4e6db7458,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 17 2018,Financial District,36.92,0.53,1001.62,,0.7,8.69
4385,1.61,Uber,1543433528031,Haymarket Square,Theatre District,8.5,1.0,2e733e07-ac1c-47aa-b9e7-1c70cfa8285a,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 17 2018,Theatre District,36.61,0.54,1001.63,,0.71,8.73
4386,1.61,Uber,1543544580578,Haymarket Square,Theatre District,13.5,1.0,5446dd9f-1a42-4de3-9b43-6d0fdc5dd36b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 17 2018,Theatre District,37.74,0.55,1001.57,,0.68,8.95
4387,1.61,Uber,1543278074595,Haymarket Square,Theatre District,8.5,1.0,54c0fe5d-c9b6-4282-bf6b-ee67ba35df19,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 17 2018,Theatre District,36.87,0.55,1001.57,,0.71,8.93
4388,1.61,Uber,1544781012202,Haymarket Square,Theatre District,7.5,1.0,58f82b72-8632-41ed-bda1-d77a1915578f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 17 2018,Theatre District,36.92,0.55,1001.56,,0.7,8.95
4389,1.61,Uber,1545128703844,Haymarket Square,Theatre District,18.0,1.0,5951574a-439d-4027-a0cd-b7a3a81128c7,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 17 2018,Theatre District,36.79,0.55,1001.57,,0.71,8.9
4390,1.61,Uber,1543777383726,Haymarket Square,Theatre District,,1.0,6e62e304-f849-4e73-8c2e-641fbee25b2a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 17 2018,Theatre District,36.56,0.54,1001.62,,0.71,8.78
4391,1.61,Uber,1544937309521,Haymarket Square,Theatre District,26.0,1.0,779b05db-6ecd-427f-8a0d-1f2438281dad,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 17 2018,Theatre District,37.66,0.55,1001.58,,0.68,8.95
4392,3.29,Lyft,1545156616217,Financial District,Northeastern University,38.0,1.0,6da67903-bb7e-4586-abcb-978da5d776d8,lyft_luxsuv,Lux Black XL,December 17 2018,Northeastern University,36.65,0.55,1001.59,,0.71,8.9
4393,5.31,Lyft,1543299501968,Boston University,Financial District,7.0,1.0,3ebc3c75-d10c-4ecd-8b45-723036ebd6d5,lyft_line,Shared,December 17 2018,Financial District,36.72,0.55,1001.58,,0.71,8.88
4394,5.31,Lyft,1544982011214,Boston University,Financial District,13.5,1.0,73489805-0ee8-43d3-bc88-859c801a534a,lyft,Lyft,November 26 2018,Financial District,40.67,0.89,1013.82,,0.92,1.81
4395,5.31,Lyft,1545140409646,Boston University,Financial District,34.0,1.0,9749a91c-8e03-40cf-b016-0d7587cad3ec,lyft_lux,Lux Black,November 26 2018,Financial District,40.64,0.89,1013.82,,0.92,1.74
4396,5.31,Lyft,1543518789065,Boston University,Financial District,22.5,1.0,bd24b836-2fb3-4068-b8dc-6d3d623d726d,lyft_plus,Lyft XL,November 26 2018,Financial District,40.41,0.89,1013.82,,0.93,1.78
4397,5.31,Lyft,1544694013079,Boston University,Financial District,26.0,1.0,bdbb163b-98fe-460e-88c8-995416b9e1ff,lyft_premier,Lux,November 26 2018,Financial District,40.71,0.9,1013.83,,0.92,1.83
